Type	Label	Description	German Text	If	Learn	Goto	Accuracy	Mode
output	ask_sachsen-anhalt		"Sachsen-Anhalt besitzt neben Bayern die meisten UNESCO-Welterbestätten in Deutschland.  / Sachsen-Anhalt ist rund 20.450 Quadratkilometern groß.  / Sachsen-Anhalt hat etwa 2,25 Millionen Einwohner.  / Landeshauptstadt Sachsen-Anhalts ist Magdeburg.  / Halle an der Saale ist die größte Stadt in Sachsen-Anhalt.   / Das größte Mittelgebirge in Sachsen-Anhalt ist der Harz.  / Der Brocken im Harz ist die höchste Erhebung von Sachsen-Anhalt und ganz Norddeutschlands.  / Die Gegend des heutigen Landes Sachsen-Anhalt war im Frühmittelalter einer der kulturellen Schwerpunkte im deutschsprachigen Raum.  / Sachsen-Anhalt besitzt etliche gut erhaltene Baudenkmäler aus der Zeit der Romanik und der Gotik.  / Sachsen-Anhalt gehört sowohl zum niederdeutschen als auch zum mitteldeutschen Sprachraum.  / In Sachsen-Anhalt wird heute ein eingefärbtes Hochdeutsch gesprochen, das eine Vielzahl spezifischer Wendungen aus dem Mark-Brandenburgischen aufweist.  / 2005 wurden in Sachsen-Anhalt 1.270.763 Impfungen durch 1949 niedergelassene Ärzte durchgeführt.  / Sachsen-Anhalt untergliedert sich in elf Landkreise und drei kreisfreie Städte.   / Das Wappen Sachsen-Anhalts symbolisiert im oberen Feld die ehemalige preußische Provinz Sachsen, im unteren Feld den ehemaligen Freistaat Anhalt.   / Die Landeshauptstadt Magdeburg ist Sitz des Landesfunkhauses Sachsen-Anhalt, das zum Mitteldeutschen Rundfunk gehört.   / Mit der Gliederung der Länder in Bezirke wurde das Gebiet des heutigen Sachsen-Anhalts 1952 in die zwei Bezirke Halle und Magdeburg aufgeteilt.  / Die wichtigsten Wirtschaftszweige Sachsen-Anhalts sind die Chemieindustrie, der Maschinenbau und der Tourismus.  / In Sachsen-Anhalt hat sich seit 1990 eine ausgeprägte Forschungs- und Wissenschaftslandschaft entwickelt.  / Durch Sachsen-Anhalt verlaufen mit der Elbe, der Saale und dem Elbe-Havel-Kanal wichtige Wasserstraßen.  / Die meisten Schlösser Sachsen-Anhalts stammen aus der Zeit der Renaissance und des Barocks.  / In Sachsen-Anhalt ist der ehemalige Europapokalsieger 1. FC Magdeburg beheimatet."					
output	ask_mecklenburg-vorpommern		"Mecklenburg-Vorpommern ist ein Land im Nordosten der Bundesrepublik Deutschland.  / Mecklenburg-Vorpommern entstand 1945 als Zusammenschluss der Region Mecklenburg mit Vorpommern.  / Nach der Aufteilung in drei Bezirke in der DDR im Jahr 1952 wurde Mecklenburg-Vorpommern 1990 neu gegründet.  / Mecklenburg-Vorpommern grenzt im Norden an die Ostsee, im Westen an Schleswig-Holstein und Niedersachsen.  / Mecklenburg-Vorpommern grenzt im Süden an Brandenburg sowie im Osten an die Republik Polen.   / Mecklenburg-Vorpommern gliedert sich in sechs Landkreise und zwei kreisfreie Städte.  / Die Landeshauptstadt Mecklenburg-Vorpommerns ist Schwerin.  / Die größte Stadt Mecklenburg-Vorpommerns ist Rostock.  / Die zwei größten deutschen Inseln Rügen und Usedom gehören zu Mecklenburg-Vorpommern.  / Mecklenburg-Vorpommern hat insgesamt eine Küstenlänge von etwa 2000 km und damit die längste Küste aller deutschen Bundesländer.   / Mecklenburg-Vorpommern wird durch Flüsse und Kanäle mit einer Gesamtlänge von mehr als 26.000 Kilometern durchkreuzt.  / Die Landschaft Mecklenburg-Vorpommerns im Norddeutschen Tiefland ist durch die Weichseleiszeit geprägt.  / Das Land Mecklenburg-Vorpommern besteht aus insgesamt 756 politisch selbständigen Städten und Gemeinden.  / Mecklenburg-Vorpommern hat eine bedeutende Geschichte im Bereich der Luft- und Raumfahrtindustrie.  / Die Inseln Usedom, Rügen und Hiddensee in Mecklenburg-Vorpommern sind Schwerpunkte des Tourismus in Deutschland.  / Mecklenburg-Vorpommern hat einige der ältesten Schulen im deutschen Sprachraum auf seinem Gebiet.  / In Mecklenburg-Vorpommern leben heute rund 1,6 Millionen Menschen.  / In weiten Teilen des Landes wird bis heute neben Hochdeutsch von der älteren Generation auch Niederdeutsch gesprochen.  / Mecklenburg-Vorpommern ist ein beliebtes Panorama für deutsche und internationale Filmproduktionen."					
output	ask_brandenburg		"Brandenburg ist ein Land im Nordosten der Bundesrepublik Deutschland.  / Die Landeshauptstadt von Brandenburg ist Potsdam, die unmittelbar an Berlin grenzt.  / Brandenburg umschließt Berlin in seinem Zentrum, grenzt im Süden an Sachsen und im Westen an Sachsen-Anhalt.  / Im äußersten Nordwesten grenzt Brandenburg an Niedersachsen, im Norden an Mecklenburg-Vorpommern und im Osten an die Republik Polen.  / Im äußersten Südosten wird neben der Mehrheitssprache Deutsch das Niedersorbische von 7000 bis 10.000 Einwohnern gesprochen.  / Das Niedersorbische hat in Brandenburg neben dem Deutschen den Charakter einer Amtssprache.  / In den nördlichen Landesteilen Brandenburgs ist besonders bei der ältesten Generation auch noch Niederdeutsch zu hören.  / Als Gründungsdatum der historischen Mark Brandenburg gilt der 11. Juni 1157.  / Das Land Brandenburg ist mit einer Gesamtfläche von 29.654 Quadratkilometern das fünftgrößte Land Deutschlands.  / Das Kerngebiet Brandenburgs wird heute noch mit dem historischen Namen Mark Brandenburg bezeichnet.   / Teile des welligen Flämings im Südwesten gehören erst seit dem Wiener Kongress zu Brandenburg.  / Das Land Brandenburg liegt im Norddeutschen Tiefland.  / Das Land Brandenburg befindet sich im Übergangsbereich zwischen ozeanischem Klima in Westeuropa und kontinentalem Klima im Osten.  / Die Sonne scheint in Brandenburg im Jahr durchschnittlich etwa 1600 Stunden.   / Brandenburg ist das gewässerreichste Bundesland Deutschlands.  / Aufgrund seiner eiszeitlichen Entstehungsgeschichte ist Brandenburg extrem reich an natürlich entstandenen Seen.   / Das Land Brandenburg hat rund 2,45 Millionen Einwohner.  / Der rote märkische Adler auf weißem Feld ist das Wappen des Landes Brandenburg.   / Seit der Neubildung der Landkreise im Jahr 1993 unterteilt sich Brandenburg in 14 Landkreise und vier kreisfreie Städte."					
output	ask_rheinland-pfalz		"Rheinland-Pfalz ist ein Bundesland im Südwesten der Bundesrepublik Deutschland.  / Die Landeshauptstadt von Rheinland-Pfalz ist Mainz.  / Rheinland-Pfalz wurde nach dem Zweiten Weltkrieg am 30. August 1946 gebildet.  / Rheinland-Pfalz gehört zu den waldreichsten Ländern in Deutschland, da die Wälder hier rund 42 Prozent der Landesfläche bedecken.  / Durch Rheinland-Pfalz fließen der Rhein, die Mosel, die Saar und die Lahn.  / Rheinland-Pfalz ist mit seiner über 2000 Jahre alten Geschichte reich an kulturellen Schätzen.  / Zahlreiche Städte in Rheinland-Pfalz gehen auf eine römische Gründung zurück.  / Das Eifel-Stonehenge gilt als eine der bedeutendsten Anlagen in Rheinland-Pfalz.  / In Rheinland-Pfalz gibt es fünf größere Theater.  / Die Landesmuseen von Rheinland-Pfalz befinden sich in Mainz, Trier und Koblenz.   / Mit dem Rheinland-Pfalz-Tag wird seit 1984 ein jährliches Landesfest veranstaltet.  / Im Jahr 2011 fand die Bundesgartenschau zum ersten Mal in Rheinland-Pfalz statt.  / Zur Bildungslandschaft in Rheinland-Pfalz gehören sechs Universitäten und elf Fachhochschulen.  / Die Küche in Rheinland-Pfalz wird durch die milden Temperaturen an Rhein und Mosel bestimmt.  / Rheinland-Pfalz ist bekannt für seinen Wein aus dem Weinbaugebiet Mosel.  / Bekannte Gerichte aus Rheinland-Pfalz sind der Pfälzer Saumagen und Handkäs.  / Rheinland-Pfalz ist in 24 Landkreise, zwölf kreisfreie Städte und 2258 Ortsgemeinden untergliedert.  / Der Rhein ist die wichtigste Wasserstraße in Rheinland-Pfalz.  / Mit dem ZDF ist in Rheinland-Pfalz eine der größten Sendeanstalten Europas beheimatet.   /"					
output	ask_sylt		"Sylt ist die größte nordfriesische Insel.  / Sylte erstreckt sich in Nord-Süd-Richtung vor der Nordseeküste Schleswig-Holsteins.  / Sylt ist die nördlichste deutsche Insel.  / Sylt ist vor allem für ihre touristisch bedeutenden Kurorte Westerland, Kampen und Wenningstedt bekannt.  / Wegen der exponierten Lage in der Nordsee verliert Sylt mehr und mehr Land in Folge von Sturmfluten.  / Seit 1927 ist Sylt über den Hindenburgdamm mit dem Festland verbunden.  / Sylt ist mit 99,14 Quadratkilometern die viertgrößte Insel Deutschlands.  / Sylt liegt zwischen 9 und 16 Kilometer vor der Küste des Festlands.  / Südöstlich von Sylt befinden sich die Inseln Amrum und Föhr.  / Sylt erstreckt sich über 38,0 Kilometer in Nord-Süd-Richtung.  / Im Norden am Königshafen bei List ist Sylt nur etwa 320 Meter breit.  / An der West- und Nordwestseite Sylts erstreckt sich ein knapp 40 Kilometer langer Sandstrand.  / Zu Sylts Ostseite liegt das Wattenmeer, das zum Nationalpark Schleswig-Holsteinisches Wattenmeer gehört und bei Niedrigwasser weitgehend trocken fällt.  / Die Form Sylts hat sich im Laufe der Zeit ständig verändert.  / Der nördliche und der südliche Nehrungshaken Sylts bestehen ausschließlich aus wenig fruchtbaren Sandablagerungen.  / Der dem Wattenmeer zugewandte Teil des Geestkerns geht im Bereich der ehemaligen Gemeinde Sylt-Ost in relativ fruchtbares Marschland über.  / Nach heute als gesichert angesehenen Quellen ist Sylt seit der Zweiten Marcellusflut von 1362 eine Insel.  / Die höchste Erhebung Sylts ist die sogenannte Uwe Düne in Kampen mit 52,5 Metern.  / Auf Sylt herrscht ein vom Golfstrom beeinflusstes Seeklima.  / Die Wintermonate auf Sylt sind mit durchschnittlich etwa 2 Grad Celsius etwas milder als auf dem benachbarten Festland.  / Die Sommermonate auf Sylt sind mit durchschnittlich 17 Grad Celsius kühler als auf dem benachbarten Festland.  / Im Jahresdurchschnitt hat Sylt täglich 4,6 Stunden Sonnenschein.  / Die Jahresmitteltemperatur auf Sylt liegt bei 8,7 Grad Celsius.  / Der Wind auf Sylt weht im Jahresdurchschnitt mit 6,7 Metern pro Sekunde vorwiegend aus westlichen Richtungen.  / Seit dem Jahr 1141 wird Sylt als Insel bezeichnet.  / Sylt verlor in den Jahren 1870 bis 1951 jährlich durchschnittlich 0,4 Meter im nördlichen Küstenabschnitt und 0,7 Meter im südlichen Küstenabschnitt.  / Durch schwere Sturmfluten in den letzten Jahrzehnten ist Sylt immer wieder in Gefahr, auseinanderzubrechen.  / Die Sturmflut  von 1962 trennte Hörnum vorübergehend vom Rest der Insel Sylt.  / Als Schutzmaßnahme gegen die stetige Erosion begann Sylt schon im 19. Jahrhundert mit der Errichtung von Holzpfahlbuhnen.  / Die Dünengebiete der Insel Sylt stehen unter Naturschutz und dürfen nur auf gekennzeichneten Wegen betreten werden.  / Das Wattenmeerliegt östlich zwischen Sylt und dem Festland und ist seit 1935 Natur- und Vogelschutzgebiet.  / Sylt hat 21.190 Einwohner, davon leben 9072 in Westerland.  / Die älteste Kirche auf Sylt wurde um 1020 angeblich von Knut dem Großen errichtet.  / Im Jahr 1927 wurde der elf Kilometer lange Hindenburgdamm eröffnet, der Sylt mit dem Festland verbindet.   / Die Wirtschaft der Insel Sylt ist nahezu vollständig vom Tourismus abhängig.  / Der Tourismus ist seit über 100 Jahren auf Sylt von erheblicher Bedeutung, seit Westerland nach Vorbild englischer Badeorte 1855 zum Seebad wurde.  / Sylt hat über 58.000 Gästebetten und 850.000 Gäste mit 6,71 Millionen Übernachtungen im Jahr.  / Beachtlich ist auf Sylt die hohe Dichte an Restaurants mit gehobenem gastronomischem Angebot.  / Die Insel Sylt verfügt über vier Golfplätze, von denen der bislang jüngste in Hörnum seit dem Jahr 2008 bespielbar ist.  / Sylt hat eine eigene Tageszeitung, die Sylter Rundschau.  / Von 1888 bis 1970 verfügte die Insel Sylt über eine Schmalspurbahnen mit 1.000 Millimetern Spurweite.  / Zu den einheimischen Sprachen der Insel Sylt zählt das Friesische.  / Die Sylter Mundart wird Sölring genannt.  / Im Frühjahr 2009 drehte Roman Pola?ski zahlreiche Außenaufnahmen zu seinem Hollywood-Film Der Ghostwriter auf Sylt.  / Auf der fast Insel Sylt wurde früher zur Weihnachtszeit anstelle eines Weihnachtsbaumes traditionell der Jöölboom aufgestellt.  / Sylt verfügt insgesamt über vier Häfen, von denen der nördlichste in List und der südlichste in Hörnum öffentlich sind.  / Am 33 Kilometer langen Syltlauf nehmen jährlich bis zu 1500 Läufer teil."					
output	ask_schleswig-holstein		"Schleswig-Holstein ist das nördlichste Land der Bundesrepublik Deutschland.  / Die Landeshauptstadt Schleswig-Holsteins ist Kiel.  / Schleswig-Holstein liegt zwischen den Meeren Nordsee und Ostsee.  / Schleswig-Holstein ist vor dem Saarland das zweitkleinste deutsche Flächenland.  / Schleswig-Holstein hat etwa 2,8 Millionen Einwohner.   / Schleswig-Holstein beherbergt mit dem Nationalpark Schleswig-Holsteinisches Wattenmeer den größten Nationalpark Mitteleuropas.  / Die Landesflagge Schleswig-Holstein besteht aus drei horizontalen Streifen in blau, weiß und rot.  / Schleswig-Holstein genzt im Norden an Dänemark.  / Schleswig-Holstein genzt im Süden an die Länder Hamburg und Niedersachsen sowie im Südosten an Mecklenburg-Vorpommern.  / Schleswig-Holstein besteht aus insgesamt elf Kreisen, 85 Ämtern und 1115 Gemeinden.  / Schleswig-Holstein zeichnet sich durch eine große Zahl von Gemeinden mit weniger als 500 Einwohnern aus.  / Arnis in Schleswig-Holstein ist mit seinen rund 300 Einwohnern die kleinste Stadt Deutschlands.  / Schleswig-Holstein hat insgesamt 46 öffentliche Häfen und Anlegestellen, von denen vier überregionale Transitfunktionen erfüllen.  / Schleswig-Holstein verfügt über drei Universitäten, wobei nur die 1665 gegründete Christian-Albrechts-Universität zu Kiel eine Volluniversität ist.  / Eine Besonderheit an der schleswig-holsteinischen Bildungslandschaft sind die insgesamt 48 dänischen Schulen im Landesteil Schleswig.  / Schleswig-Holstein ist ein Land mit reicher literarischer Tradition.  / International bekannt ist das alljährliche Wacken-Open-Air-Festival in Schleswig-Holstein, das weltgrößte Festival der Metal-Szene.  / Schleswig-Holstein beheimatet zwei Handballvereine, die regelmäßig an der Spitze des Welthandballs spielen.  /"					
output	ask_hamburg		"Hamburg ist als Stadtstaat ein Land der Bundesrepublik Deutschland.  / Hamburg ist mit 1,75 Millionen Einwohnern die zweitgrößte Stadt Deutschlands.  / Hamburg ist die achtgrößte Stadt in der Europäischen Union.  / Hamburg gliedert sich in sieben Bezirke.  / Der Hamburger Hafen ist der größte Seehafen Deutschlands und gehört zu den zwanzig größten Containerhäfen weltweit.  / Der berühmte Hamburger Fischmarkt lockt jede Woche 70.000 Besucher.  / Hamburg ist seit 1996 Sitz des Internationalen Seegerichtshofs.  / Mit mehr als 111 Millionen Tagesbesuchern, über 5 Millionen Gästen und über 9,5 Millionen Übernachtungen jährlich ist Hamburg eines der attraktivsten Tourismusziele in Deutschland.  / Das Hamburger Wahrzeichen ist der Michel.  / Hamburg hat über 60 Theater, mehr als 60 Museen und international bekannte Galerien.  / In Hamburg finden regelmäßig bedeutende Messen wie die hanseboot oder die Internorga statt.  / Hamburg liegt an den Mündungen der Bille und der Alster in die Unterelbe, die etwa 100 km weiter nordwestlich in die Nordsee mündet.  / Südlich der Binnenalster liegt das historische Zentrum der Stadt Hamburg.  / Hamburg liegt in der warmgemäßigten Klimazone.  / Aufgrund maritimer Einflüsse ist das Klima in Hamburg im Winter milder und im Sommer kühler als im östlichen Hinterland.  / Ab 1510 galt Hamburg endgültig als Reichsstadt.  / 1558 wurde die Hamburger Börse als eine der ersten Deutschlands eröffnet.  / Im Jahr 1678 wurde die erste deutsche Oper am Gänsemarkt in Hamburg eröffnet.  / Den bislang höchsten Einwohnerstand mit 1,86 Millionen erreichte Hamburg im Jahre 1964.  / Hamburg verfügt über eine lange Tradition als bürgerliche Stadtrepublik.  / Hamburg hat über 60 Theater, über 100 Musikclubs, etwa 60 Museen, rund 280 Musikverlage und 200 Tonträger-Unternehmen.  / Hamburg ist der weltweit drittgrößte Musicalstandort nach New York und London.  / Mit etwa 2500 Brücken gilt Hamburg als eine der brückenreichsten Städte in Europa.   / Seit 1963 spielt der 1887 gegründete Hamburger SV in der Fußball-Bundesliga.  / Der Hamburger SV ist das einzige Gründungsmitglied der Bundesliga, das bis heute nie abgestiegen ist.  / Hamburg verfügt über etwa 1700 Kilometer Radwege.  / Die Niederelbe verbindet Hamburg direkt mit dem offenen Meer.  / Im Stadtgebiet Hamburg verkehren auf der Elbe und besonders im Hafengebiet sechs Schiffslinien und Fähren.  / Der Hamburger Hafen wird auch Deutschlands Tor zur Welt genannt.  / Der Hamburger Hafen ist der größte Seehafen in Deutschland und der zweitgrößte in Europa.  / Hamburg wird zu den führenden Kongressorten weltweit gezählt.   / Das Hamburger Platt wird noch von vielen Hamburgern verstanden und gesprochen sowie in Literatur und Zeitungskolumnen gepflegt.  / Der bekannteste Ort der Mundartpflege in Hamburg ist das Ohnsorg-Theater, das Aufführungen in niederdeutscher Sprache anbietet.  / Im Hamburger Freihafen liegt die hundertjährige Speicherstadt, der weltgrößte zusammenhängende Lagerhauskomplex.  / Der Jungfernstieg ist für viele Hamburger das Herzstück der Innenstadt.  / Die Alster ist Hamburgs zentrales Naherholungsgebiet.  / Die Alster in Hamburg teilt sich in die kleine Binnenalster und die größere Außenalster.  / Die Hamburger Reeperbahn ist eine der berühmtesten Straßen der Welt und als sündige Meile berüchtigt.  / Seit 1911 unterquert in Hamburg der St. Pauli Elbtunnel die Elbe und verbindet die Landungsbrücken mit der Elbinsel Steinwerder.  / Das Schanzenviertel gilt als das Szeneviertel Hamburgs."					
output	ask_niedersachsen		"Niedersachsen liegt im Nordwesten der Bundesrepublik Deutschland.  / Neben der Landeshauptstadt Hannover gibt es in Niedersachsen fünf weitere Großstädte.  / Der höchste Berg Niedersachsens ist der Wurmberg im Harz mit 971 Metern.  / Alle Flüsse in Niedersachsen entwässern direkt oder indirekt in die Nordsee.  / Niedersachsen ist reich an natürlichen Seen, die in der Regel nur eine geringe durchschnittliche Tiefe haben.  / Der größte See in Nidersachsen ist das Steinhuder Meer mit einer Fläche von 29,1 Quadratkilometern.  / In Niedersachsen gibt es 86 Talsperren.  / Rund 82 Prozent der Fläche des Landes Niedersachsen bestehen aus Waldflächen und Landwirtschaftsflächen.  / Niedersachsen besitzt 13 Naturparks mit einer Fläche von zusammen 937.721 Hektar.  / Niedersachsen gehört zur gemäßigten Klimazone Mitteleuropas im Bereich der Westwindzone.  / Das Wort Niedersachsen wurde erstmals vor 1300 in einer niederländischen Reimchronik benutzt.  / Zwischen 1806 und 1813 gehörten die meisten Teile des heutigen Niedersachsen zum Rheinbund oder zum Napoleonischen Frankreich.  / Im Bundesrat hat Niedersachsen ebenso wie Bayern, Baden-Württemberg und Nordrhein-Westfalen die höchstmögliche Anzahl von sechs Stimmen.  / Das Land Niedersachsen führt als Landeswappen einen Halbrundschild mit einem springenden weißen Ross im roten Feld.  / Die höchste Auszeichnung, die das Land Niedersachsen verleiht, ist die Niedersächsische Landesmedaille.   / Niedersachsen ist in 158 Städte, 51 Flecken und 762 Gemeinden unterteilt.  / Die wirtschaftliche Schwerpunktregion Niedersachsens liegt im Raum Hannover.   / In Niedersachsen werden Getreide, Raps, Zuckerrüben, Salat, Kohl, Möhren und Spargel angebaut.  / Niedersachsen belegt im Bundesländervergleich für 2013 mit 39,9 Millionen Übernachtungen den 4. Rang.  / Die größten Seehäfen in Niedersachsen befinden sich in Wilhelmshaven, Nordenham, Emden, Cuxhaven und Brake.  / Bevor sich das Standarddeutsche durchsetzte, wurden in Niedersachsen vornehmlich niederdeutsche Dialekte gesprochen.  / Niedersachsen ist dank der Teams der Region Hannover seit Jahrzehnten eine Wasserball-Hochburg."					
output	ask_nordrhein-westfalen		"Die Landeshauptstadt von Nordrhein-Westfalen ist Düsseldorf.  / Die einwohnerreichste Stadt Nordrhein-Westfalens ist Köln.  / Nordrhein-Westfalen grenzt im Norden und Nordosten an Niedersachsen.  / Nordrhein-Westfalen genzt im Südosten an Hessen und im Süden an Rheinland-Pfalz.  / Nordrhein-Westfalen genzt im Westen an Belgien und die Niederlande.  / Mit rund 17,6 Millionen Einwohnern ist Nordrhein-Westfalen das bevölkerungsreichste deutsche Land.  / 29 der 76 deutschen Großstädte liegen in Nordrhein-Westfalen.  / Der Ballungsraum Rhein-Ruhr im Zentrum Nordrhein-Westfalens ist mit rund zehn Millionen Bewohnern eine der 30 größten Metropolregionen der Welt.  / Die Ausdehnung Nordrhein-Westfalens beträgt von Südwest bis Nordost rund 260 Kilometer.  / 2006 gab es in Nordrhein-Westfalen rund 8,5 Millionen Haushalte.  / Die Förderung von Kunst und Kultur in Nordrhein-Westfalen ist in der Landesverfassung als ein Staatsziel festgeschrieben.  / Die größte Touristenattraktion Nordrhein-Westfalens ist der Kölner Dom mit rund sechs Millionen Besuchern jährlich.   / Nordrhein-Westfalen hat Anteil an 14 Naturparks.  / Nordrhein-Westfalen ist ein Bierland.  / Das größte Fußballstadion Nordrhein-Westfalens ist mit über 80.000 Plätzen der Signal Iduna Park in Dortmund.  / Fronleichnam und Allerheiligen sind in Nordrhein-Westfalen gesetzliche Feiertage."					
output	ask_düsseldorf		"Düsseldorf ist die Landeshauptstadt von Nordrhein-Westfalen.  / Düsseldorf ist mit etwa 600.000 Einwohnern nach Köln die zweitgrößte Stadt Nordrhein-Westfalens.  / Düsseldorf liegt in der Mitte der Metropolregion Rhein-Ruhr mit ihren rund zehn Millionen Einwohnern.  / Düsseldorf zählt zu den fünf wichtigsten, international stark verflochtenen Wirtschaftszentren Deutschlands.  / Düsseldorf ist Messestadt und Sitz vieler börsennotierter Unternehmen.  / Das Klima des Düsseldorfer Raumes ist durch die reliefbedingte Öffnung in Richtung Nordsee ozeanisch geprägt.  / Mit nur 1550 Sonnenstunden nimmt Düsseldorf in der Liste der sonnenscheinreichen Städte in Deutschland einen der hinteren Plätze ein.  / Am 20. Juli 2014 wurde die 600.000 Einwohnerin Düsseldorfs geboren.  / Die international renommierte Kunstakademie Düsseldorf hat im 19. Jahrhundert die Düsseldorfer Malerschule und im 20. Jahrhundert die Düsseldorfer Photoschule hervorgebracht.  / Heinrich Heine ist der wohl berühmteste Sohn der Stadt Düsseldorf.  / Das meistbesuchte Museum Düsseldorfs ist der Aquazoo mit über 400.000 Besuchern pro Jahr.  / Das älteste Profangebäude der Düsseldorfs ist das Löwenhaus in der Liefergasse in der Altstadt.  / 1904 fand die große Gartenbau-Ausstellung in Düsseldorf statt.  / Die Düsseldorfer Altstadt wird wegen ihrer vielen Kneipen als die längste Theke der Welt bezeichnet.  / Bekanntestes sportliches Aushängeschild der Stadt ist der Traditionsverein Fortuna Düsseldorf.  / Der Tischtennisverein Borussia Düsseldorf war zuletzt 2014 Deutscher Meister.  / Düsseldorf war mit seinem Rheinstadion Gastgeber mehrerer Spiele der Fußball-Weltmeisterschaft 1974.  / Der Düsseldorf Airport ist gemessen an den Passagierzahlen nach Frankfurt und München der drittgrößte internationale Flughafen Deutschlands.  / Düsseldorf ist eine der wenigen Städte in Deutschland, deren Lichtsignalanlagen für Fußgänger über eine separate Gelbphase verfügen.  / In Düsseldorf gibt es 110 Grundschulen, 14 Hauptschulen, 13 Realschulen und 21 Gymnasien."					
output	ask_hessen		"Hessen gehört zu den wirtschaftsstärksten Regionen Deutschlands.  / Die Landeshauptstadt Hessens ist Wiesbaden, die größte Stadt ist Frankfurt.  / Das heutige Land Hessen wurde am 19. September 1945 unter dem Namen Groß-Hessen gegründet.  / Hessen ist geprägt von Mittelgebirgen bis 950 Metern Höhe.  / Hessen gehört zu den waldreichsten Ländern in Deutschland, da die Wälder hier rund 42 Prozent der Landesfläche bedecken.  / Der Norden und der Osten Hessens gehören zum Einzugsgebiet der Weser, die das Land im äußersten Norden durchquert.  / Hessenlöwe oder bunter Löwe ist der Name für die Wappenfigur im Wappen von Hessen.  / Die offizielle Hymne des Landes Hessen ist das Hessenlied.  / Generell werden in Hessen überwiegend Kartoffeln als Beilage serviert."					
output	ask_frankfurt		"Frankfurt am Main ist die größte Stadt in Hessen und die fünftgrößte Kommune in Deutschland mit rund 700.000 Einwohnern.  / Die Stadt ist Zentrum des Ballungsraums Frankfurt-Rhein-Main mit etwa 2,2 Millionen Einwohnern.  / Seit dem Mittelalter gehört Frankfurt am Main zu den bedeutenden urbanen Zentren Deutschlands.  / 794 wurde Frankfurt erstmals urkundlich erwähnt.  / Der Frankfurter Flughafen gehört zu den weltgrößten Flughäfen.  / Wegen seiner Hochhäuser, die zu den höchsten Europas gehören, wird Frankfurt am Main mitunter als Mainhattan bezeichnet.  / Etwa ein Drittel des Stadtgebiets ist als Landschaftsschutzgebiet Frankfurter Grüngürtel ausgewiesen.  / Das Frankfurter Klima ist insgesamt recht mild, bei vergleichsweise wenig Niederschlägen.  / Das Stadtwappen Frankfurts zeigt den weißen, aufgerichteten, goldgekrönten und goldbewehrten Adler mit gespreizten Flügeln.  / In kaum einer anderen deutschen Stadt gibt es so viele international führende Unternehmen aus den verschiedensten Branchen wie in Frankfurt.  / Frankfurt am Main ist Sitz der Europäischen Zentralbank und der Deutschen Bundesbank.  / Frankfurt hat 27 Kliniken.  / In Frankfurt am Main befinden sich zwei Universitäten, zwei Kunsthochschulen sowie mehrere Fachhochschulen.  / Der Römerberg ist der zentrale Platz der Frankfurter Altstadt mit dem Rathaus aus dem 14. Jahrhundert.  / Der Frankfurter Hauptbahnhof wurde 1888 eröffnet und ist heute einer der größten seiner Art in Europa.  / Die seit dem 15. Jahrhundert stattfindende Frankfurter Buchmesse ist die größte Buchmesse der Welt.  / Zu den ältesten und bekanntesten Delikatessen gehören die seit dem Mittelalter hergestellten Frankfurter Würstchen.  / Ein 2007 entdeckter Asteroid im Asteroidengürtel trägt den Namen Frankfurt.  /"					
output	ask_stuttgart		"Stuttgart ist die Hauptstadt des Landes Baden-Württemberg und mit rund 600.000 Einwohnern dessen größte Stadt.  / Stuttgart ist die sechstgrößte Stadt Deutschlands.  / Stuttgart ist als Sitz der Landesregierung und des Landtags sowie zahlreicher Landesbehörden das politische Zentrum Baden-Württembergs.  / Das Stadtgebiet von Stuttgart erstreckt sich über eine Höhendifferenz von fast 350 Metern, was eine Besonderheit unter den deutschen Großstädten darstellt.  / Stuttgart gehört zum niederschwäbischen Sprachraum.  / 1834 zählte Stuttgart 35.200 Einwohner.  / 1993 war Stuttgart Gastgeber der Internationalen Gartenbauausstellung und der Leichtathletik-Weltmeisterschaften.  / 2006 war Stuttgart einer der Austragungsorte der Fußballweltmeisterschaft.  / Das Wappen der Stadt Stuttgart zeigt ein steigendes, schwarzes Pferd.  / Die Staatstheater Stuttgart sind mit ihren Sparten Oper Stuttgart, Stuttgarter Ballett und Schauspiel Stuttgart der größte Drei-Sparten-Theaterbetrieb der Welt.  / In Stuttgart befinden sich fünf der elf staatlichen Museen Baden-Württembergs, so die Alte und Neue Staatsgalerie.  / Das Alte Schloss liegt im Zentrum Stuttgarts am Schlossplatz und geht auf eine Wasserburg aus dem 10. Jahrhundert zurück.  / Ein Wahrzeichen der Stadt ist der Stuttgarter Fernsehturm, der südlich des städtischen Talkessels im Stadtbezirk Degerloch errichtet wurde.  / 2007 fanden die Turn-Weltmeisterschaften, die Straßenrad-Weltmeisterschaft und einige Spiele der Handball-Weltmeisterschaft in Stuttgart statt.  / Der VfB Stuttgart wurde bisher fünfmal deutscher Meister.  / Die Region Stuttgart ist mit etwa 1500 ansässigen kleinen und mittelgroßen Unternehmen eines der Zentren des deutschen Mittelstandes."					
